date	id	Crop	NDVI	EVI	GNDVI	MSAVI
2019-06-17	53	GUARET SIE/ SUP. LLIURE SEMBRA	0.112275936	0.104073524	0.24797025	0.0939818
2019-06-17	54	COLZA	0.38387713	0.26290658	0.49402076	0.25539917
2019-06-17	55	COLZA	0.4286966	0.2906026	0.49717677	0.27804536
2019-06-17	56	PÃ?SOLS SIE	0.3169005	0.2661143	0.48180324	0.2575712
2019-06-17	57	PÃ?SOLS SIE	0.26715434	0.20895769	0.46768177	0.21247947
2019-06-17	59	OLIVERES	0.16851553	0.15944958	0.2702618	0.1347897
2019-06-17	60	OLIVERES	0.15990706	0.14361784	0.26428753	0.13193268
2019-06-17	63	OLIVERES	0.23628002	0.17725706	0.3761666	0.17127925
2019-06-17	64	OLIVERES	0.60279095	0.43445736	0.5807015	0.39010075
2019-06-17	65	OLIVERES	0.2076087	0.18698281	0.3083297	0.1630896
2019-06-17	67	OLIVERES	0.193407	0.1521887	0.32801217	0.14072412
2019-06-17	68	OLIVERES	0.26635367	0.24035875	0.36018237	0.2123569
2019-06-17	69	OLIVERES	0.1740738	0.15542258	0.28201768	0.13876069
2019-06-17	70	OLIVERES	0.45013353	0.3077546	0.50324535	0.27724734
2019-06-17	72	OLIVERES	0.1878372	0.17038591	0.3206946	0.15712476
2019-06-17	73	OLIVERES	0.33877867	0.25221473	0.40281874	0.21845585
2019-06-17	74	OLIVERES	0.24137864	0.2368863	0.3282399	0.20106545
2019-06-17	75	OLIVERES	0.22853151	0.19046396	0.3507594	0.18260702
2019-06-17	79	OLIVERES	0.25337124	0.20515132	0.36102617	0.18398115
2019-06-17	80	OLIVERES	0.2016303	0.1747064	0.31462273	0.1554051
2019-06-17	81	OLIVERES	0.22455907	0.20680614	0.32644072	0.17574984
2019-06-17	83	OLIVERES	0.22349703	0.18962526	0.3454572	0.17982286
2019-06-17	84	OLIVERES	0.35827857	0.24507323	0.50956917	0.23492804
2019-06-17	86	VINYES	0.22739059	0.21172811	0.30981073	0.18857485
2019-06-17	87	VINYES	0.17826699	0.17314234	0.2753251	0.14663959
2019-06-17	88	VINYES	0.3637393	0.25360894	0.5231305	0.25279188
2019-06-17	89	VINYES	0.21868879	0.17395368	0.3484327	0.16859049
2019-06-17	90	AMETLLERS	0.13412152	0.12942553	0.19951157	0.11101955
2019-06-17	91	AMETLLERS	0.24349119	0.22375455	0.30883253	0.19689071
2019-06-17	92	AMETLLERS	0.26601624	0.21724294	0.37207475	0.20012057
2019-06-17	93	AMETLLERS	0.24616593	0.2586157	0.31188926	0.2083571
2019-06-17	94	AMETLLERS	0.21939918	0.20205349	0.31271645	0.17799187
2019-06-17	95	AMETLLERS	0.19278578	0.18743852	0.28188726	0.15370345
2019-06-17	97	AMETLLERS	0.2770257	0.20631768	0.4447616	0.19513085
2019-06-17	98	AMETLLERS	0.24604848	0.20665511	0.35032815	0.18799552
2019-06-17	99	AMETLLERS	0.22092344	0.20691906	0.32539132	0.18517321
2019-06-17	103	AMETLLERS	0.19625193	0.17022419	0.30469748	0.15599686
2019-06-17	104	AMETLLERS	0.19032866	0.1499652	0.32938308	0.14255947
2019-06-17	105	AMETLLERS	0.30339015	0.21305084	0.4439153	0.2012578
2019-06-17	106	AMETLLERS	0.2787546	0.24283278	0.3665577	0.21473932
2019-06-17	110	BLAT TOU	0.45567316	0.34323806	0.5514868	0.33189785
2019-06-17	111	BLAT TOU	0.29877728	0.20063938	0.5004856	0.20195752
2019-06-17	112	BLAT TOU	0.32719803	0.23196988	0.47853363	0.22269532
2019-06-17	113	BLAT TOU	0.445503	0.29452348	0.5483282	0.28256312
2019-06-17	114	BLAT TOU	0.2488033	0.17197786	0.46071327	0.17500395
2019-06-17	115	BLAT TOU	0.23082307	0.1842982	0.37707686	0.17928883
2019-06-17	117	BLAT TOU	0.3024365	0.21268828	0.4645093	0.20998383
2019-06-17	118	BLAT TOU	0.22148164	0.14735375	0.42615512	0.14696085
2019-06-17	119	BLAT TOU	0.1861022	0.13472417	0.37775773	0.13595384
2019-06-17	120	BLAT TOU	0.5442192	0.46316677	0.5713208	0.41614902
2019-06-17	121	BLAT TOU	0.43738836	0.32413054	0.5457041	0.3072199
2019-06-17	122	BLAT TOU	0.17188044	0.12577453	0.36194256	0.12512982
2019-06-17	123	BLAT TOU	0.27089053	0.17812169	0.46713394	0.17507994
2019-06-17	124	BLAT TOU	0.24147584	0.16614386	0.43906242	0.16652772
2019-06-17	125	ORDI	0.23255293	0.18002236	0.4173285	0.18446347
2019-06-17	126	ORDI	0.217197	0.1717174	0.41431868	0.17518127
2019-06-17	127	ORDI	0.2748417	0.20629543	0.45028204	0.20631146
2019-06-17	132	ORDI	0.2747893	0.17882667	0.46532646	0.18384242
2019-06-17	134	ORDI	0.26653567	0.19029443	0.46127847	0.18648386
2019-06-17	135	ORDI	0.45309114	0.35309505	0.5560603	0.3349365
2019-06-17	136	ORDI	0.2806752	0.20459172	0.44632605	0.20065248
2019-06-17	137	ORDI	0.2759701	0.20958401	0.45803264	0.20732069
2019-06-17	138	ORDI	0.17778522	0.13726541	0.346121	0.13121223
2019-06-17	139	ORDI	0.29919922	0.23530889	0.4454546	0.23754194
2019-06-17	140	ORDI	0.2670681	0.18983221	0.46980262	0.1937699
2019-06-17	142	ORDI	0.23177919	0.18440512	0.40377018	0.18114656
2019-06-17	143	ORDI	0.21578717	0.16542248	0.36198273	0.15562958
2019-06-17	144	ORDI	0.24819411	0.17735367	0.45132646	0.18151486
2019-06-17	145	ORDI	0.24940938	0.17062189	0.45070368	0.17181176
2019-06-17	146	ORDI	0.19999966	0.14770243	0.35963	0.14357662
2019-06-17	147	ORDI	0.38586253	0.30526805	0.50629616	0.2798165
2019-06-17	148	ORDI	0.2716094	0.19826344	0.42668772	0.19210964
2019-06-17	149	ORDI	0.22754458	0.16180982	0.39670634	0.15606034
2019-06-17	150	ORDI	0.18240017	0.11968979	0.37988296	0.11809051
2019-06-17	152	ORDI	0.2606881	0.18382154	0.43992987	0.18618971
2019-06-17	153	CIVADA	0.21817133	0.20733936	0.3370093	0.19350088
2019-06-17	154	CIVADA	0.1926197	0.17487592	0.30538628	0.1572949
2019-06-17	155	CIVADA	0.1585101	0.13649094	0.306986	0.1266821
2019-06-17	157	CIVADA	0.15192336	0.13884792	0.28143656	0.12599224
2019-06-17	159	GUARET NO SIE/ SUP. LLIURE SE*	0.16957493	0.14160797	0.3160914	0.13037789
2019-06-17	160	GUARET NO SIE/ SUP. LLIURE SE*	0.5378418	0.39353925	0.5906002	0.36246607
2019-06-17	163	GUARET NO SIE/ SUP. LLIURE SE*	0.14022192	0.12906021	0.26591533	0.11210641
2019-06-17	165	GUARET NO SIE/ SUP. LLIURE SE*	0.25938722	0.18842429	0.38215947	0.16626406
2019-06-17	166	GUARET NO SIE/ SUP. LLIURE SE*	0.2171907	0.18067849	0.34770823	0.15541297
2019-06-17	169	GUARET NO SIE/ SUP. LLIURE SE*	0.2691746	0.23231123	0.3528724	0.19791359
2019-06-17	170	GUARET NO SIE/ SUP. LLIURE SE*	0.2518683	0.22412756	0.35545772	0.19484007
2019-06-17	171	GUARET NO SIE/ SUP. LLIURE SE*	0.2871209	0.2315135	0.37329626	0.20392412
2019-06-17	173	GUARET NO SIE/ SUP. LLIURE SE*	0.2635426	0.24163103	0.38089788	0.2235319
2019-06-17	174	GUARET NO SIE/ SUP. LLIURE SE*	0.294855	0.18959326	0.43450174	0.17637482
2019-06-17	175	GUARET NO SIE/ SUP. LLIURE SE*	0.112675875	0.110708654	0.22799958	0.09645569
2019-06-17	176	GUARET NO SIE/ SUP. LLIURE SE*	0.09808204	0.0955682	0.22711025	0.08610827
2019-06-17	177	GUARET SIE/ SUP. LLIURE SEMBRA	0.10050616	0.09001034	0.23158039	0.08177069
2019-06-17	182	GUARET SIE/ SUP. LLIURE SEMBRA	0.10778952	0.11368026	0.21592148	0.09609568
2019-06-17	183	GUARET SIE/ SUP. LLIURE SEMBRA	0.16434972	0.16369851	0.27712962	0.14075238
2019-06-17	184	GUARET SIE/ SUP. LLIURE SEMBRA	0.12178896	0.11228237	0.24929763	0.10215405
2019-06-17	185	GUARET SIE/ SUP. LLIURE SEMBRA	0.09759826	0.10236897	0.22393131	0.08618069
